Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
12415,NE,All-Electric Vehicle (EV) and Electric Vehicle Supply Equipment (EVSE) Rebate – SPPD,"Southern Public Power District (SPPD) offers residential customers a
\$4,500 rebate for the purchase of a new EV and the installation of an
eligible Level 2 EVSE, or a \$500 rebate for the installation of an
eligible Level 2 EVSE. SPPD also offers residential customers an
additional \$100 rebate for the pre-wiring necessary for EVSE
installation. SPPD offers commercial customers a 50% reimbursement for
the installation of a public Level 2 or DC Fast EVSE station as well as
a 100% reimbursement up to \$1000 for the construction of a conduit
necessary for a public EVSE station. Rebates are available on a
first-come, first-served basis. For more information, including eligible
EVSE and how to apply, see the SPPD [Incentive
Programs](https://southernpd.com/incentive-programs/) website.
",,,FALSE,45,Utility/Private Incentives,,2020-06-12 20:12:36 UTC,,,,,ELEC,RBATE,,FLEET|OTHER|IND,
12418,CT,Plug-In Electric Vehicle (PEV) Deployment Goal,"The Connecticut Department of Energy and Environmental Protection (DEEP)
released the [Electric Vehicle Roadmap for
Connecticut](http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/f7ed4932eec438d0852585520001c81b/$FILE/EV%20Roadmap%20for%20Connecticut.pdf)
(Roadmap), a framework to accelerate PEV adoption. The Roadmap sets a
state goal for 20% of the statewide light-duty fleet, or 500,000
vehicles, to be PEVs by 2030. The Roadmap complements strategies
identified in the [Zero Emission Vehicle Deployment
Support](https://afdc.energy.gov/laws/11081), including fleet
electrification, expanding electric vehicle supply equipment (EVSE)
infrastructure, establishing EVSE interoperability criteria, minimizing
grid impacts, advancing building codes, streamlining permitting
requirements, leveraging incentives, and increasing education and
outreach. For more information, see the DEEP
[Roadmap](https://portal.ct.gov/DEEP/Climate-Change/EV-Roadmap) website.
",,,FALSE,68,Laws and Regulations,,2020-07-07 22:11:14 UTC,,,,,ELEC|PHEV,,OTHER,STATION|FLEET|GOV|IND,
12424,DE,Plug-In Electric Vehicle (PEV) Time-Of-Use (TOU) Rate– Delmarva Power,"Delmarva Power offers a Time-Of-Use (TOU) rate option to residential
customers that own PEVs. For more information, see the Delmarva Power
[PEV
Programs](https://www.delmarva.com/SmartEnergy/InnovationTechnology/Pages/ElectricVehicles/DE/ElectricVehicleProgram.aspx)
website.
",,,FALSE,8,Utility/Private Incentives,,2020-07-10 14:55:16 UTC,,,,,ELEC|PHEV,OTHER,,IND,
12433,CO,Electric Vehicle Supply Equipment (EVSE) Rebate - San Isabel Electric Association (SIEA),"SIEA offers customers rebates for the purchase and installation of Level
2 EVSE and direct current (DC) fast EVSE.

  Technology Type                             Incentive Amounts
  ------------------------------------------- --------------------------------------
  Non-Networked Level 2                       50% of eligible costs, up to \$500
  Networked Level 2                           50% of eligible costs, up to \$1,000
  DC Fast with 50 kilowatt (kW) Peak Output   50% of eligible costs, up to \$3,000
  DC Fast with 100kW Peak Output              50% of eligible costs, up to \$5,000

For more information, including how to apply, see the SIEA [Electric
Vehicle Education](https://siea.com/empowereveducation/) website.
",,,FALSE,35,Utility/Private Incentives,,2020-07-13 01:02:09 UTC,,,,,ELEC|PHEV,RBATE,,FLEET|MUD|IND,
12434,CO,Electric Vehicle (EV) Rebate - San Isabel Electric Association (SIEA),"SIEA residential customers a \$500 rebate for the purchase of qualified
EVs. For more information, including how to apply, see the SIEA [EV
Education](https://siea.com/empowereveducation/) website.
",,,FALSE,36,Utility/Private Incentives,,2020-07-13 01:03:47 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12435,CO,Residential Electric Vehicle Supply Equipment (EVSE) Rebate – Black Hills Energy,"Black Hills Energy offers residential customers a \$500 rebate for the
purchase and installation of a Level 2 EVSE. For more information,
including application details, see the [Ready
EV](https://www.blackhillsenergy.com/efficiency-and-savings/ready-ev)
website.
",,,FALSE,37,Utility/Private Incentives,,2020-07-13 01:05:55 UTC,2021-12-31 00:00:00 UTC,2021-12-31 00:00:00 UTC,,,ELEC|PHEV,RBATE,,IND,
12479,MN,Electric Vehicle Supply Equipment (EVSE) Rebate - Runestone Electric Association,"Runestone Electric Association offers rebates to residential customers
of up to \$500 for the installation of Level 2 EVSE. To receive the full
rebate, eligible applicants must enroll EVSE on a storage electricity
rate of \$0.469 per kilowatt hour. EVSE not installed on storage rates
will receive \$250. Application must be submitted within 60 days of
purchase. For more information, see the [Electric
Vehicle](https://www.runestoneelectric.com/energy-wise-programs/electric-vehicles/)
website.
",,,FALSE,47,Utility/Private Incentives,,2020-08-13 02:30:39 UTC,,,,,ELEC|PHEV,TAX,,IND,
12491,PA,Residential Plug-in Electric Vehicle (PEV) Rebate – Duquesne Light Company (DLC),"DLC offers residential customers a rebate at the point-of-sale for the
purchase of a new, pre-owned, or leased PEV from select dealerships. New
all-electric vehicles may qualify for a rebate of up to \$2,000 and new
plug-in hybrid electric vehicles may qualify for a rebate up to \$1,000.
Pre-owned or leased PEVs are eligible for a \$1,000 rebate. For more
information, including eligibility criteria, see the DLC [Electric
Vehicle Rebate](https://ev.duquesnelight.com/incentives/) website.
",,,FALSE,40,Utility/Private Incentives,,2020-11-11 14:50:51 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12492,OK,Plug-in Electric Vehicle (PEV) Rebate – Oklahoma Electric Cooperative (OEC),"OEC offers a rebate of up to \$200 for customers who own a PEV. To
qualify, customers must have Level 2 charger and schedule vehicle
charging during off-peak hours.

For more information, visit the OEC [Energy Efficiency
Rebates](https://okcoop.org/energy-efficiency-rebates/) website.
",,,FALSE,50,Utility/Private Incentives,,2020-11-11 21:34:59 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12493,MA,Plug-In Electric Vehicle (PEV) Charging Incentive - Eversource,"Eversource Electric Vehicle (EV) Home Charger Demand Response program
offers an rebate of up \$300 to residential customers that charge their
PEV during off-peak periods. Additional terms and conditions apply. For
more information, see the Eversource [EV Home Charger Demand
Response](https://www.eversource.com/content/wma/residential/save-money-energy/explore-alternatives/electric-vehicles/ev-charger-demand-response)
website.
",,,FALSE,17,Utility/Private Incentives,,2020-11-12 14:49:04 UTC,,,,,ELEC|PHEV,OTHER,,STATION|IND,
12496,MI,Plug-In Electric Vehicle (PEV) Time-Of-Use (TOU) Rate - Indiana Michigan Power,"Indiana Michigan Power offers a TOU rate to residential customers who
own a qualified PEV.

For more information, see the Indiana Michigan Power [Indiana Electric
Rates](https://www.indianamichiganpower.com/company/about/rates/in)
website.
",,,FALSE,49,Utility/Private Incentives,,2020-11-12 16:15:44 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12497,MI,Electric Vehicle Supply Equipment (EVSE) Rebate – Holland Board of Public Works (HBPW),"HBPW offers residential customers a \$300 rebate for the purchase of a
Level 2 EVSE. The EVSE must be ENEGY STAR certified, wi-fi compatible,
and send monthly usage data to HBPW. Residential customers must also
enroll in a time-of-use rate. For more information, including
eligibility requirements, see the HBPW [Residential
Rebates](https://www.hollandbpw.com/en/customer-service/residential/residential-rebates#ev)
website.
",,,FALSE,53,Utility/Private Incentives,,2020-11-12 16:25:43 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12507,CA,Plug-In Electric Vehicle (PEV) Time-of-Use (TOU) Rate – MCE,"MCE offers residential, multi-unit dwelling, and workplace customers TOU
rates for charging PEVs. Additional terms and conditions apply. For more
information, see the MCE [Charging
Rates](https://www.mcecleanenergy.org/ev-charging/#MCEvRates) website.
",,,FALSE,108,Utility/Private Incentives,,2020-11-13 15:36:43 UTC,,,,,ELEC|PHEV,OTHER,,MUD|OTHER|IND,
12508,CA,Plug-In Electric Vehicle (PEV) Time-of-Use (TOU) Rate - Azusa Light & Water,"Azusa Light & Water offers a TOU rate to residential customers that own
or lease a PEV. For more information, see Azusa's [Plug-in Electric
Vehicles](https://www.ci.azusa.ca.us/1625/Plug-In-Electric-Vehicles)
website.
",,,FALSE,124,Utility/Private Incentives,,2020-11-13 15:42:31 UTC,,,,,ELEC|PHEV,OTHER,,IND,
12509,CA,Plug-In Electric Vehicle (PEV) Rebate – Burbank Water and Power (BWP),"BWP offers residential customers a rebate of up to \$1,000 for the
purchase of a pre-owned PEV. For more information, see the BWP [Used
Electric Vehicle
Rebate](https://www.burbankwaterandpower.com/conservation/used-ev-rebate)
website.
",,,FALSE,131,Utility/Private Incentives,,2020-11-13 15:45:25 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12521,NY,Plug-In Electric Vehicle (PEV) Charging Rate Reduction - National Grid,"National Grid offers a discounted rate to residential customers for
electricity used to charge PEVs during off-peak hours. For more
information, see the [Time of
Use](https://www.nationalgridus.com/Time-of-Use) website.
",,,FALSE,77,Utility/Private Incentives,,2020-12-09 23:09:27 UTC,,,,,ELEC|PHEV,OTHER,,IND,
12525,NY,Electric Vehicle Supply Equipment (EVSE) Policies for Condominiums,"Condominium associations may not prohibit or restrict the installation
or use of EVSE in a homeowner's designated parking space. Condominium
associations may put reasonable restrictions on EVSE, but the policies
may not significantly increase the cost of the EVSE or prohibit
installation. Homeowners must comply with applicable health and safety
codes and architectural standards, engage a licensed installation
contractor, and provide a certificate of insurance. The homeowner is
responsible for the cost of the installation, operation, maintenance,
repair, removal, or replacement of the station in their parking space,
as well as any resulting damage to the EVSE or surrounding area.
(Reference [New York Consolidated
Laws](https://www.nysenate.gov/legislation/laws) Real Property Section
339-LL)
",2019-12-06 00:00:00 UTC,,FALSE,40,Laws and Regulations,,2020-12-09 23:22:19 UTC,,,,,ELEC|PHEV,,OTHER,MUD|IND,https://www.nysenate.gov/legislation/laws
12526,NY,Plug-In Electric Vehicle (PEV) Charging Signage and Parking Space Regulation,"Effective April 5, 2021, an individual is not allowed to stop, stand, or
park a motor vehicle within any parking space specifically designated
for parking and charging PEVs unless the motor vehicle is a PEV. Any
vehicle that is not actively charging may not park in designated PEV
charging parking spaces. A PEV is presumed to not be charging if it is
parked at a charging station and is not connected to the charger for
longer than 30 minutes.

Conspicuous and permanently installed signage is required to properly
identify the PEV station parking and charging restrictions.

(Reference [Assembly Bill](https://legislation.nysenate.gov/) 8608,
2020)
",2020-10-07 00:00:00 UTC,,FALSE,42,Laws and Regulations,,2020-12-09 23:27:24 UTC,,,,,ELEC|PHEV,,OTHER,STATION|IND,
12530,CA,Electric Vehicle (EV) Rebate Program,"The California Air Resources Board offers point-of-sale rebates of up to
\$1,500 for the purchase or lease of a new all-electric or plug-in
hybrid electric vehicle through the Clean Fuel Reward Program. Eligible
EVs must have a minimum battery capacity of 5 kilowatt-hours and be
purchased from participating retailers. Eligible customers must reside
in California and register the EV in California. For more information,
including vehicle eligibility requirements, see the [Clean Fuel
Reward](https://www.cleanfuelreward.com/) website.
",2020-11-17 00:00:00 UTC,,FALSE,3,State Incentives,,2021-01-13 02:10:54 UTC,,,,,ELEC|PHEV,RBATE,,IND,
12550,SD,Plug-In Electric Vehicle (PEV) Fee,"PEVs owners must pay an annual fee of \$50, in addition to standard
vehicle registration fees. (Reference South Dakota [House
Bill](https://sdlegislature.gov/) 1053, 2021)
",2021-02-22 00:00:00 UTC,,FALSE,28,Laws and Regulations,,2021-04-10 17:29:47 UTC,,,,,ELEC|PHEV,,FUEL,IND,https://sdlegislature.gov/Session/Bills/44
12558,NY,Plug-In Electric Vehicle Charging Rate Incentive - Central Hudson,"Central Hudson Gas & Electric offers a time-of-use (TOU) rate for
residential customers that own or lease a plug-in hybrid electric
vehicle or all-electric vehicle. Additional terms and conditions apply.
For more information, including how to enroll, see the Central Hudson
[Electric Vehicle TOU
Rate](https://www.cenhud.com/my-energy/my-energy-options/time-of-use-billing/ev-time-of-use-rate/)
website.
",,,FALSE,64,Utility/Private Incentives,,2021-04-12 13:59:26 UTC,,,,,ELEC|PHEV,OTHER,,STATION|IND,
12559,NY,Smart Charging and Time-of-Use (TOU) Incentives - Orange & Rockland Utilities (O&R),"Eligible plug-in electric vehicle customers can receive up to \$450 by
participating in the Charge Smart Program and charging during off-peak
hours. Under the voluntary TOU rate, residential customers will pay a
reduced price for electricity used during the designated off-peak
period. For more information, including how to enroll, see the O&R
[Electric Vehicle
Rates](https://www.oru.com/en/our-energy-future/technology-innovation/about-electric-vehicles/ny-residential-ev/electric-vehicles-your-bill)
and [Charge Smart
Program](https://myorustore.com/s/ORU/content_charge_smart_program.html)
websites.
",,,FALSE,79,Utility/Private Incentives,,2021-04-12 14:02:14 UTC,,,,,ELEC|PHEV,OTHER,,STATION|IND,
12560,MS,Natural Gas Weight Exemption,"A vehicle powered by compressed natural gas or liquified natural gas may
exceed the state\'s gross vehicle weight limits by up to 2,000 pounds on
all interstate highways. (Reference [Mississippi Senate
Bill](http://www.legislature.ms.gov/) 2467, 2020)
",2020-06-25 00:00:00 UTC,,FALSE,45,State Incentives,,2021-04-12 15:22:50 UTC,,,,,NG,EXEM,,FLEET|GOV|IND,
